PID,SPLIT
108741,train
108748,train
108749,train
108757,train
108761,test
108762,train
108763,train
108765,train
108766,dev
108767,train
108772,dev
108773,train
108774,train
108776,test
108780,train
108782,train
108783,train
108795,train
108802,train
108806,test
108814,train
108825,train
108829,train
108834,dev
108836,train
108837,train
108852,train
108853,dev
108854,test
108856,test
108862,test
108865,test
108866,train
108867,dev
108869,train
108870,train
108873,train
108876,dev
108879,train
108881,dev
108882,train
108890,dev
108895,train
108896,train
108902,train
108903,test
108905,train
108908,train
108915,train
108918,train
108921,train
108924,train
108928,dev
108936,train
108937,dev
108939,train
108940,train
108944,dev
108948,train
108949,train
108951,train
108952,train
108953,dev
108957,train
108965,test
108967,test
108969,train
108971,train
108974,test
108978,train
108980,train
108981,test
108985,test
108987,dev
108989,test
108991,train
108996,train
108997,test
109000,train
109001,test
109011,train
109016,dev
109017,test
109018,train
109020,test
109021,train
109023,dev
109030,test
109031,train
109033,train
109034,train
109036,train
109041,train
109047,dev
109049,train
109050,train
109056,dev
109060,train
109061,train
109062,train
109065,dev
109070,dev
109075,dev
109076,test
109078,dev
109089,train
109090,train
109092,test
109099,test
109100,dev
109101,dev
109103,dev
109106,train
109107,train
109112,train
109119,train
109124,test
109126,dev
109127,dev
109128,test
109130,train
109131,test
109133,test
109134,dev
109136,train
109137,train
109138,test
109143,test
109145,test
109147,train
109150,train
109151,test
109155,train
109165,train
109168,train
109177,train
109181,dev
109182,dev
109185,train
109189,train
109192,train
109198,test
109200,train
109203,train
109204,train
109211,train
109212,train
109216,test
109218,train
109225,train
109226,dev
109233,train
109234,test
109237,dev
109238,train
109240,train
109247,train
109256,dev
109259,dev
109264,test
109270,train
109272,test
109273,train
109274,test
109276,train
109277,train
109278,dev
109282,dev
109287,test
109291,test
109295,train
109303,dev
109304,train
109309,train
109319,train
109320,train
109323,train
109333,train
109334,train
109337,train
109340,train
109341,train
109345,train
109354,dev
109360,train
109362,train
109365,dev
109368,train
109372,train
109375,dev
109376,dev
109377,train
109378,train
109383,test
109389,train
109395,train
109398,train
109402,train
109405,train
109411,dev
109414,train
109415,train
109416,train
109422,train
109423,train
109426,dev
109433,train
109434,train
109437,train
109438,train
109439,train
109440,train
109441,test
109442,train
109445,train
109446,train
109448,dev
109451,train
109453,train
109458,train
109462,dev
109464,dev
109466,train
109469,test
109470,train
109472,train
109475,train
109480,train
109481,test
109482,test
109483,test
109487,dev
109488,train
109489,train
109491,train
109492,train
109496,test
109497,train
109500,train
109501,train
109504,train
109506,train
109508,train
109514,train
109515,dev
109520,train
109527,train
109531,train
109532,test
109533,train
109534,test
109536,train
109538,train
109540,train
109542,train
109548,dev
109551,train
109553,dev
109554,train
109555,train
109556,train
109559,train
109561,test
109562,dev
109565,train
109572,dev
109573,train
109574,train
109575,train
109584,train
109589,train
109591,train
109597,train
109605,train
109606,train
109607,train
109615,train
109616,train
109622,train
109623,train
109626,test
109633,train
109637,train
109638,train
109640,train
109642,train
109645,dev
109646,train
109647,train
109648,train
109654,test
109661,test
109663,train
109668,train
109669,test
109671,train
109677,train
109682,test
109685,train
109690,train
109697,train
109698,dev
109703,train
109706,train
109710,train
109712,train
109716,train
109723,train
109736,dev
109738,train
109742,train
109746,test
109752,train
109754,test
109757,test
109758,train
109760,train
109764,test
109765,train
109772,train
109775,train
109777,train
109778,train
109779,train
109781,train
109787,dev
109791,train
109793,train
109794,train
109797,test
109801,train
109803,train
109804,train
109806,train
109811,train
109813,test
109814,dev
109815,dev
109817,dev
109820,test
109821,train
109828,train
109838,dev
109839,train
109846,train
109852,test
109855,train
109856,train
109861,train
109864,test
109868,train
109871,test
109876,train
109878,train
109880,test
109882,train
109885,train
109886,dev
109889,train
109891,train
109896,dev
109897,train
109898,train
109900,train
109902,train
109906,train
109912,train
109914,train
109919,train
109922,train
109927,train
109928,test
109930,train
109931,train
109935,train
109941,train
109943,train
109944,train
109957,train
109960,train
109961,dev
109962,train
109965,train
109972,train
109973,train
109975,train
109977,train
109980,test
109989,dev
109991,train
109994,dev
109995,dev
109997,test
109998,train
109999,train
110000,test
110004,train
110005,train
110006,train
110011,test
110016,train
110017,train
110020,train
110021,dev
110024,dev
110025,dev
110030,train
110036,test
110037,test
110038,test
110044,train
110045,train
110047,train
110049,dev
110058,train
110060,dev
110061,train
110064,train
110068,train
110071,dev
110077,dev
110079,train
110085,train
110088,train
110096,train
110099,dev
110100,train
110102,train
110109,train
110111,train
110118,train
110126,train
110131,dev
110140,dev
110148,train
110155,train
110161,train
110162,train
110163,train
110172,train
110173,train
110176,dev
110178,dev
110184,train
110188,train
110189,train
110193,dev
110196,test
110199,train
110201,test
110205,dev
110206,train
110207,train
110213,train
110215,train
110216,train
110217,train
110229,train
110232,test
110243,train
110245,train
110246,train
110250,train
110252,train
110253,train
110257,train
110260,train
110262,train
110265,train
110269,train
110271,train
110273,test
110279,train
110283,test
110286,train
110287,dev
110294,test
110296,train
110300,train
110306,dev
110307,train
110311,dev
110314,train
110315,train
110318,dev
110320,train
110329,train
110330,train
110333,train
110334,dev
110339,train
110340,dev
110348,dev
110356,train
110358,train
110360,train
110364,train
110375,dev
110376,train
110378,test
110380,train
110388,train
110390,train
110399,dev
110409,train
110412,train
110417,train
110418,train
110419,test
110421,train
110427,train
110428,train
110430,train
110432,train
110439,dev
110450,test
110452,train
110453,train
110456,test
110461,train
110462,train
110469,dev
110470,train
110472,train
110475,test
110477,test
110480,train
110481,dev
110482,train
110483,train
110489,train
110490,train
110493,test
110494,train
110495,train
110497,test
110499,train
110500,train
110501,dev
110503,train
110506,test
110513,train
110520,train
110522,dev
110526,train
110527,train
110531,dev
110544,train
110545,train
110546,train
110551,dev
110552,train
110553,train
110564,train
110566,train
110572,train
110578,dev
110580,test
110593,train
110595,train
110596,train
110600,dev
110602,train
110605,train
110606,train
110608,train
110615,train
110621,train
110627,test
110632,dev
110633,train
110639,dev
110642,test
110646,train
110647,train
110648,test
110649,train
110650,test
110651,train
110653,train
110654,dev
110657,train
110660,train
110665,dev
110666,train
110667,train
110672,test
110674,test
110676,train
110677,train
110682,train
110703,train
110705,dev
110708,train
110712,train
110715,train
110716,train
110717,train
110720,test
110724,dev
110726,test
110729,train
110733,test
110735,train
110737,dev
110738,test
110739,train
110745,train
110746,train
110750,train
110754,train
110767,train
110771,train
110772,train
110775,train
110776,dev
110777,dev
110783,train
110785,test
110789,test
110794,train
110797,dev
110802,dev
110808,test
110816,train
110817,train
110821,dev
110823,train
110825,train
110830,train
110835,dev
110836,train
110839,train
110843,train
110844,train
110845,train
110846,train
110849,test
110855,train
110859,dev
110862,train
110865,train
110866,train
110867,test
110869,dev
110870,train
110875,dev
110878,train
110880,test
110882,train
110883,train
110884,train
110886,train
110887,train
110888,train
110893,train
110894,train
110896,train
110897,dev
110901,train
110907,train
110909,test
110910,train
110912,test
110918,train
110919,train
110922,test
110923,train
110925,train
110927,train
110928,train
110934,train
110935,train
110940,train
110943,dev
110945,dev
110949,test
110950,train
110956,train
110957,test
110959,train
110961,test
110972,train
110973,train
110980,dev
110985,dev
110987,train
110992,test
110999,train
111000,train
111001,train
111003,test
111007,train
111012,train
111019,test
111022,train
111023,train
111024,train
111026,test
111027,test
111028,train
111031,train
111033,train
111040,test
111044,train
111054,train
111063,test
111066,train
111067,train
111073,train
111074,dev
111078,train
111079,dev
111100,test
111103,dev
111105,train
111107,train
111117,train
111121,train
111125,train
111126,dev
111132,train
111137,dev
111142,train
111143,train
111144,train
111147,train
111151,train
111160,train
111162,train
111163,train
111164,test
111165,train
111168,train
111174,train
111176,test
111177,dev
111191,train
111193,test
111194,train
111195,train
111196,test
111198,test
111200,test
111208,test
111209,train
111219,train
111221,train
111222,test
111225,dev
111229,test
111233,dev
111234,test
111243,test
111245,test
111246,train
111247,train
111248,train
111249,train
111252,train
111253,dev
111257,test
111260,train
111261,train
111265,train
111272,dev
111279,train
111300,train
111308,train
111312,train
111313,train
111314,dev
111316,test
111320,train
111322,train
111324,train
111327,train
111330,train
111335,dev
111340,train
111342,test
111344,train
111346,train
111351,dev
111353,train
111354,train
111355,train
111356,dev
111358,train
111363,train
111373,test
111374,test
111375,dev
111376,train
111381,train
111383,train
111392,train
111393,test
111395,test
111396,dev
111404,train
111405,train
111406,train
111407,dev
111409,test
111410,train
111411,train
111412,dev
111413,train
111416,train
111417,train
111425,train
111426,train
111427,train
111428,train
111430,train
111435,train
111438,train
111441,train
111444,train
111446,dev
111447,train
111452,train
111454,train
111457,train
111458,train
111462,dev
111463,train
111466,train
111472,dev
111475,train
111477,train
111481,train
111483,dev
111487,train
111489,train
111493,test
111498,test
111499,train
111502,train
111508,train
111511,dev
111514,train
111522,train
111523,train
111527,train
111529,train
111531,dev
111533,train
111552,test
111557,train
111559,dev
111565,test
111567,train
111571,train
111572,train
111574,train
111575,train
111580,test
111585,test
111586,train
111587,train
111591,train
111592,train
111595,dev
111599,train
111602,dev
111603,train
111604,train
111608,train
111614,train
111615,train
111618,dev
111619,dev
111620,train
111621,train
111623,train
111624,train
111627,test
111632,train
111634,train
111640,train
111642,train
111643,train
111646,train
111656,dev
111658,test
111660,train
